record,name,year,debut,region,team,pos,gp,k
-----x-----,Onesh0tiq,2016,2016,CIS,Albus NoX Luna,ADC,10,26
-----xx--x-,Peanut,2016,2016,KR,ROX Tigers,Jungle,33,126
-----xxxxxx,Perkz,2016,2016,EU,G2 Esports,Middle,86,316
-----xxx---,PvPStejos,2016,2016,CIS,Albus NoX Luna,Jungle,23,40
-----x-----,Revolta,2016,2016,BRL,INTZ,Jungle,6,8
-----x-----,Road,2016,2016,CN,I May,Support,5,4
-----xxx-xx,Ruler,2016,2016,KR,Samsung Galaxy,ADC,64,221
-----xxx--x,Scout,2016,2016,CN,EDward Gaming,Middle,51,186
-----xx----,Smoothie,2016,2016,NA,Cloud9,Support,27,8
-----x-----,Smurf,2016,2016,CIS,Albus NoX Luna,Top,10,16
-----x-----,Stixxay,2016,2016,NA,Counter Logic Gaming,ADC,6,28
-----x-----,tockers,2016,2016,BRL,INTZ,Middle,6,12
-----xx----,Trick,2016,2016,EU,G2 Esports,Jungle,12,11
-----x---x-,Vander,2016,2016,EU,H2k-Gaming,Support,19,20
-----x-----,Wraith,2016,2016,KR,Samsung Galaxy,Support,2,3
-----x-xxx-,Wunder,2016,2016,EU,Splyce,Top,62,163
-----xxxx-x,Xiaohu,2016,2016,CN,Royal Never Give Up,Middle,55,140
-----x-----,Yang,2016,2016,BRL,INTZ,Top,6,9
xx--xxxxxx-,Doublelift,2015,2011,NA,Counter Logic Gaming,ADC,47,113
xxxxx------,Dyrus,2015,2011,NA,TSM,Top,43,98
x-xxx-xx---,sOAZ,2015,2011,EU,Origen,Top,84,227
x-xxx------,xPeke,2015,2011,EU,Origen,Middle,57,289
xxxxx------,YellOwStaR,2015,2011,EU,Fnatic,Support,63,121
-x-xxxxx---,Clearlove,2015,2012,CN,EDward Gaming,Jungle,50,120
-x--x------,Kid,2015,2012,NA,Invictus Gaming,ADC,12,47
-xx-xxx----,PraY,2015,2012,KR,ROX Tigers,ADC,65,259
-x--x------,Zz1tai,2015,2012,NA,Invictus Gaming,Top,13,49
--xxx------,BalIs,2015,2013,NA,Cloud9,Top,24,66
--x-xx-----,Bengi,2015,2013,KR,T1,Jungle,62,152
--xxxxx-x-x,Faker,2015,2013,KR,T1,Middle,115,419
--xxx------,Hai,2015,2013,NA,Cloud9,Jungle,34,64
--xxx------,imp,2015,2013,CN,LGD Gaming,ADC,41,242
--xxx------,LemonNation,2015,2013,NA,Cloud9,Support,34,9
--x-xxxx--x,Maple,2015,2013,PCS,Flash Wolves,Middle,39,135
--x-xxx----,Mithy,2015,2013,EU,Origen,Support,41,21
--x-x------,Nagne,2015,2013,KR,KT Rolster,Middle,26,95
--x-xx-----,NL,2015,2013,PCS,Flash Wolves,ADC,19,64
--xxxxxxx--,Sneaky,2015,2013,NA,Cloud9,ADC,78,248
--x-x------,Steak,2015,2013,PCS,Flash Wolves,Top,14,20
--x-xxxx-x-,SwordArt,2015,2013,PCS,Flash Wolves,Support,52,50
--xxx----x-,WildTurtle,2015,2013,NA,TSM,ADC,48,171
--x-xxxxx--,Xmithie,2015,2013,NA,Counter Logic Gaming,Jungle,47,80
---xx------,Acorn,2015,2014,CN,LGD Gaming,Top,16,26
---xx------,Amazing,2015,2014,EU,Origen,Jungle,23,44
---xxxxx-x-,Bjergsen,2015,2014,NA,TSM,Middle,35,110
---xxx-x-xx,Deft,2015,2014,CN,EDward Gaming,ADC,70,283
---xxxx----,GorillA,2015,2014,KR,ROX Tigers,Support,52,34
---xxx-----,Korol,2015,2014,CN,EDward Gaming,Top,19,63
---xx------,Lustboy,2015,2014,NA,TSM,Support,16,12
---xxx-----,PawN,2015,2014,CN,EDward Gaming,Middle,30,155
---xx-xxxx-,Rekkles,2015,2014,EU,Fnatic,ADC,75,277
---xxxx----,Westdoor,2015,2014,PCS,ahq eSports Club,Middle,36,86
----x------,007x,2015,2015,PCS,Bangkok Titans,Jungle,6,8
----x------,Albis,2015,2015,PCS,ahq eSports Club,Support,10,8
----xx-----,AmazingJ,2015,2015,CN,EDward Gaming,Top,12,26
----xxx----,AN,2015,2015,PCS,ahq eSports Club,ADC,22,70
----xx-x---,aphromoo,2015,2015,NA,Counter Logic Gaming,Support,18,16
----x------,Arrow,2015,2015,KR,KT Rolster,ADC,10,50
----xxx----,Bang,2015,2015,KR,T1,ADC,65,225
----x---x--,brTT,2015,2015,BRL,paiN Gaming,ADC,11,31
----xx-----,Darshan,2015,2015,NA,Counter Logic Gaming,Top,12,30
----x------,Dioud,2015,2015,BRL,paiN Gaming,Support,6,4
----x------,Easyhoon,2015,2015,KR,T1,Middle,4,15
----x------,FEBIVEN,2015,2015,EU,Fnatic,Middle,12,51
----x-x----,Flame,2015,2015,CN,LGD Gaming,Top,10,25
----x--xx--,G4,2015,2015,PCS,Bangkok Titans,Middle,14,35
----x------,GodV,2015,2015,CN,LGD Gaming,Middle,6,21
----x--x---,Hjarnan,2015,2015,EU,H2k-Gaming,ADC,30,107
----x------,Hojin,2015,2015,KR,ROX Tigers,Jungle,17,38
----x-x-x--,Huni,2015,2015,EU,Fnatic,Top,45,122
----xxxxxxx,Jensen,2015,2015,NA,Cloud9,Middle,80,283
----x----x-,KaKAO,2015,2015,NA,Invictus Gaming,Jungle,18,45
----x------,Kami,2015,2015,BRL,paiN Gaming,Middle,6,17
----xxxxxx-,Karsa,2015,2015,PCS,Flash Wolves,Jungle,52,135
----x------,kaSing,2015,2015,EU,H2k-Gaming,Support,6,8
----x------,Kitties,2015,2015,NA,Invictus Gaming,Support,6,7
----x--x-x-,Kramer,2015,2015,PCS,Flash Wolves,ADC,27,85
----xx-x---,Kuro,2015,2015,KR,ROX Tigers,Middle,42,161
----x--xx--,Lloyd,2015,2015,PCS,Bangkok Titans,ADC,14,20
----x------,Loulex,2015,2015,EU,H2k-Gaming,Jungle,6,5
----x------,MaRin,2015,2015,KR,T1,Top,16,78
----xxxx--x,Meiko,2015,2015,CN,EDward Gaming,Support,64,49
----x------,Moss,2015,2015,PCS,Bangkok Titans,Support,6,2
----xxx----,Mountain,2015,2015,PCS,ahq eSports Club,Jungle,22,41
----x------,Mylon,2015,2015,BRL,paiN Gaming,Top,6,14
----xx----x,Odoamne,2015,2015,EU,H2k-Gaming,Top,27,63
----x------,Piccaboo,2015,2015,KR,KT Rolster,Support,10,4
----x-xx---,Pobelter,2015,2015,NA,Counter Logic Gaming,Middle,19,37
----x------,Pyl,2015,2015,CN,LGD Gaming,Support,6,1
----x------,Reignover,2015,2015,EU,Fnatic,Jungle,12,31
----x--xx--,Rookie,2015,2015,NA,Invictus Gaming,Middle,38,146
----xx-x---,Ryu,2015,2015,EU,H2k-Gaming,Middle,25,75
----x----xx,Santorin,2015,2015,NA,TSM,Jungle,19,32
----x--x---,Score,2015,2015,KR,KT Rolster,Jungle,21,37
----x------,Sirt,2015,2015,BRL,paiN Gaming,Jungle,6,7
----xx-x---,Smeb,2015,2015,KR,ROX Tigers,Top,44,148
----x--x--x,Ssumday,2015,2015,KR,KT Rolster,Top,22,66
----x------,tbq,2015,2015,CN,LGD Gaming,Jungle,6,9
----x------,Time,2015,2015,NA,Invictus Gaming,ADC,1,10
----x------,WarL0cK,2015,2015,PCS,Bangkok Titans,Top,6,12
----xxx----,Wolf,2015,2015,KR,T1,Support,51,33
----xxx-x--,Ziv,2015,2015,PCS,ahq eSports Club,Top,28,60
----xxx---x,Zven,2015,2015,EU,Origen,ADC,43,151
x--x-------,CandyPanda,2014,2011,EU,SK Gaming,ADC,11,43
x-xx-------,Cyanide,2014,2011,EU,Fnatic,Jungle,47,130
xxxxx------,Dyrus,2014,2011,NA,TSM,Top,43,98
xx-x-------,Nyph,2014,2011,EU,Alliance,Support,14,8
x-xxx-xx---,sOAZ,2014,2011,EU,Fnatic,Top,84,227
x-xxx------,xPeke,2014,2011,EU,Fnatic,Middle,57,289
xxxxx------,YellOwStaR,2014,2011,EU,Fnatic,Support,6,121
-x-x-------,BeBe,2014,2012,PCS,Taipei Assassins,ADC,24,115
-x-xxxxx---,Clearlove,2014,2012,CN,EDward Gaming,Jungle,50,120
-x-x-------,Froggen,2014,2012,EU,Alliance,Middle,21,83
-xxx-------,Watch,2014,2012,KR,NaJin White Shield,Jungle,33,56
-x-x-------,Wickd,2014,2012,EU,Alliance,Top,21,42
--xxx------,BalIs,2014,2013,NA,Cloud9,Top,24,66
--xx-------,Cool,2014,2013,CN,Oh My God,Middle,34,185
--xx-------,Da7,2014,2013,CN,Oh My God,Support,8,9
--xx-------,dade,2014,2013,KR,Samsung Blue,Middle,31,118
--xx-------,DanDy,2014,2013,KR,Samsung White,Jungle,35,162
--xx-------,GodLike,2014,2013,NA,LMQ,Top,24,45
--xx-------,Gogoing,2014,2013,CN,Oh My God,Top,34,109
--xxx------,Hai,2014,2013,NA,Cloud9,Middle,34,64
--xxx------,imp,2014,2013,KR,Samsung White,ADC,41,242
--xxx------,LemonNation,2014,2013,NA,Cloud9,Support,34,9
--xx-x-----,Looper,2014,2013,KR,Samsung White,Top,45,131
--xx-------,LoveLing,2014,2013,CN,Oh My God,Jungle,34,105
--xx-x-xx--,Mata,2014,2013,KR,Samsung White,Support,58,49
--xx-x-----,Meteos,2014,2013,NA,Cloud9,Jungle,26,64
--xx-------,san,2014,2013,CN,Oh My God,ADC,34,171
--xxxxxxx--,Sneaky,2014,2013,NA,Cloud9,ADC,78,248
--xx-------,Tabzz,2014,2013,EU,Alliance,ADC,22,63
--xx-xxxx--,Uzi,2014,2013,CN,Royal Club,ADC,81,399
--xxx----x-,WildTurtle,2014,2013,NA,TSM,ADC,48,171
--xx-------,Winds,2014,2013,PCS,Taipei Assassins,Jungle,10,26
---x-------,Achie,2014,2014,PCS,Taipei Assassins,Top,6,7
---xx------,Acorn,2014,2014,KR,Samsung Blue,Top,16,26
---xx------,Amazing,2014,2014,NA,TSM,Jungle,23,44
---xxxxx-x-,Bjergsen,2014,2014,NA,TSM,Middle,35,110
---x-------,CHIEH,2014,2014,PCS,Taipei Assassins,Support,6,4
---x-------,Cloud,2014,2014,CN,Oh My God,Support,8,6
---x-------,Cola,2014,2014,CN,Royal Club,Top,20,61
---x-------,Corn,2014,2014,CN,Royal Club,Middle,20,68
---x-------,Crystal,2014,2014,TRK,Dark Passage,Jungle,6,2
---x-------,Danagorn,2014,2014,BRL,KaBuM! e-Sports,Jungle,6,7
---x-------,dans,2014,2014,BRL,KaBuM! e-Sports,Support,6,0
---xxx-x-xx,Deft,2014,2014,KR,Samsung Blue,ADC,70,283
---x---x---,fabFabulous,2014,2014,TRK,Dark Passage,Top,6,3
---x-------,fredy122,2014,2014,EU,SK Gaming,Top,6,17
---x-------,FZZF,2014,2014,CN,EDward Gaming,Support,12,9
---x-------,GarnetDevil,2014,2014,PCS,ahq eSports Club,ADC,7,18
---x-------,Ggoong,2014,2014,KR,NaJin White Shield,Middle,10,35
---x-------,Gilius,2014,2014,EU,SK Gaming,Jungle,3,4
---xxxx----,GorillA,2014,2014,KR,NaJin White Shield,Support,52,34
---x-------,GreenTea,2014,2014,PCS,ahq eSports Club,Support,7,10
---x-------,Heart,2014,2014,KR,Samsung Blue,Support,13,9
---x-------,HolyPhoenix,2014,2014,TRK,Dark Passage,ADC,6,13
---x-------,inSec,2014,2014,CN,Royal Club,Jungle,20,59
---x--x----,Jesiz,2014,2014,EU,SK Gaming,Middle,25,20
---xxx-----,Korol,2014,2014,CN,EDward Gaming,Top,19,63
---x-------,Lep,2014,2014,BRL,KaBuM! e-Sports,Top,6,4
---xx------,Lustboy,2014,2014,NA,TSM,Support,16,12
---x-------,Minerva,2014,2014,BRL,KaBuM! e-Sports,ADC,6,11
---x-------,Mor,2014,2014,NA,LMQ,Support,6,3
---x-------,Morning,2014,2014,PCS,Taipei Assassins,Middle,6,15
---x-------,NaMei,2014,2014,CN,EDward Gaming,ADC,12,46
---x-------,Naru,2014,2014,TRK,Dark Passage,Middle,6,1
---x-------,Naz,2014,2014,PCS,ahq eSports Club,Jungle,7,19
---x-------,NoName,2014,2014,NA,LMQ,Jungle,6,9
---x-------,nRated,2014,2014,EU,SK Gaming,Support,6,3
---xxx-----,PawN,2014,2014,KR,Samsung White,Middle,30,155
---x-------,Prydz,2014,2014,PCS,ahq eSports Club,Top,7,22
---xx-xxxx-,Rekkles,2014,2014,EU,Fnatic,ADC,75,277
---x-------,Save,2014,2014,KR,NaJin White Shield,Top,10,28
---x-------,Shook,2014,2014,EU,Alliance,Jungle,6,18
---x-------,Spirit,2014,2014,KR,Samsung Blue,Jungle,13,36
---x-xxxx--,Svenskeren,2014,2014,EU,SK Gaming,Jungle,34,97
---x-------,tinowns,2014,2014,BRL,KaBuM! e-Sports,Middle,6,14
---x-------,Touch,2014,2014,TRK,Dark Passage,Support,6,1
---x-------,U,2014,2014,CN,EDward Gaming,Middle,12,59
---x-------,Vasilii,2014,2014,NA,LMQ,ADC,6,19
---xxxx----,Westdoor,2014,2014,PCS,ahq eSports Club,Middle,36,86
---x-------,XiaoWeiXiao,2014,2014,NA,LMQ,Middle,6,24
---x-------,Zefa,2014,2014,KR,NaJin White Shield,ADC,10,30
---x--x----,Zero,2014,2014,CN,Royal Club,Support,23,12
x-xx-------,Cyanide,2013,2011,EU,Fnatic,Jungle,47,130
xxxxx------,Dyrus,2013,2011,NA,TSM,Support,43,98
xxxxx------,Dyrus,2013,2011,NA,TSM,Top,43,98
xxx--------,ReginaId,2013,2011,NA,TSM,Middle,29,108
x-xxx-xx---,sOAZ,2013,2011,EU,Fnatic,Top,84,227
xxx--------,TheOddOne,2013,2011,NA,TSM,Jungle,29,69
xxx--------,Xpecial,2013,2011,NA,TSM,Support,29,23
x-xxx------,xPeke,2013,2011,EU,Fnatic,Middle,57,289
xxxxx------,YellOwStaR,2013,2011,EU,Fnatic,Support,30,121
-xx--------,Alex Ich,2013,2012,EU,Gambit Gaming,Middle,34,166
-xx--------,Cain,2013,2012,KR,NaJin Black Sword,Support,23,25
-xx--------,Darien,2013,2012,EU,Gambit Gaming,Top,34,80
-xx---xx---,Diamondprox,2013,2012,EU,Gambit Gaming,Jungle,47,99
-xx--------,Genja,2013,2012,EU,Gambit Gaming,ADC,34,138
-xx-xxx----,PraY,2013,2012,KR,NaJin Black Sword,ADC,65,259
-xxx-------,Watch,2013,2012,KR,NaJin Black Sword,Jungle,33,56
--x--------,Alunir,2013,2013,CIS,Gaminggear.EU,Jungle,16,20
--xxx------,BalIs,2013,2013,NA,Cloud9,Top,24,66
--x-xx-----,Bengi,2013,2013,KR,T1,Jungle,62,152
--x----x---,Benny,2013,2013,NA,Team Vulcun,Top,18,23
--x--------,BloodWater,2013,2013,NA,Team Vulcun,Support,16,26
--xx-------,Cool,2013,2013,CN,Oh My God,Middle,34,185
--xx-------,Da7,2013,2013,CN,Oh My God,Support,8,9
--xx-------,dade,2013,2013,KR,Samsung White,Middle,31,118
--xx-------,DanDy,2013,2013,KR,Samsung White,Jungle,35,162
--x--------,DeadlyBrother,2013,2013,CIS,Gaminggear.EU,ADC,16,42
--x--------,Dexter,2013,2013,EU,Lemondogs,Jungle,16,56
--x--------,Exosen,2013,2013,PCS,Mineski,ADC,16,44
--x--------,Expession,2013,2013,KR,NaJin Black Sword,Top,16,52
--xxxxx-x-x,Faker,2013,2013,KR,T1,Middle,115,419
--xx-------,GodLike,2013,2013,CN,Royal Club,Top,24,45
--xx-------,Gogoing,2013,2013,CN,Oh My God,Top,34,109
--xxx------,Hai,2013,2013,NA,Cloud9,Middle,34,64
--xxx------,imp,2013,2013,KR,Samsung White,ADC,41,242
--x--xxxxx-,Impact,2013,2013,KR,T1,Top,86,210
--x--------,Inspirro,2013,2013,CIS,Gaminggear.EU,Support,16,10
--x--------,Kaigu,2013,2013,PCS,Mineski,Jungle,16,26
--xxx------,LemonNation,2013,2013,NA,Cloud9,Support,34,9
--xx-x-----,Looper,2013,2013,KR,Samsung White,Top,45,131
--xx-------,LoveLing,2013,2013,CN,Oh My God,Jungle,34,105
--x--------,Lucky,2013,2013,CN,Royal Club,Jungle,18,28
--x--------,mancloud,2013,2013,NA,Team Vulcun,Middle,16,54
--x-xxxx--x,Maple,2013,2013,PCS,Gamania Bears,Middle,39,135
--xx-x-xx--,Mata,2013,2013,KR,Samsung White,Support,58,49
--x--------,Mazzerin,2013,2013,CIS,Gaminggear.EU,Middle,16,28
--xx-x-----,Meteos,2013,2013,NA,Cloud9,Jungle,26,64
--x-xxx----,Mithy,2013,2013,EU,Lemondogs,Support,41,21
--x-x------,Nagne,2013,2013,KR,NaJin Black Sword,Middle,26,95
--x--------,Nbs,2013,2013,CIS,Gaminggear.EU,Top,16,18
--x-xx-----,NL,2013,2013,PCS,Gamania Bears,ADC,19,64
--x--------,nukeduck,2013,2013,EU,Lemondogs,Middle,16,62
--x--------,Piglet,2013,2013,KR,T1,ADC,36,230
--x--------,pomelo,2013,2013,CN,Oh My God,Support,18,20
--x--------,PoohManDu,2013,2013,KR,T1,Support,36,40
--x--------,Puszu,2013,2013,EU,Fnatic,ADC,30,192
--xx-------,san,2013,2013,CN,Oh My God,ADC,34,171
--xxxxxxx--,Sneaky,2013,2013,NA,Cloud9,ADC,78,248
--x--------,Snoy,2013,2013,PCS,Mineski,Top,16,32
--x-x------,Steak,2013,2013,PCS,Gamania Bears,Top,14,20
--x-xxxx-x-,SwordArt,2013,2013,PCS,Gamania Bears,Support,52,50
--x--------,Tabe,2013,2013,CN,Royal Club,Support,52,50
--xx-------,Tabzz,2013,2013,EU,Lemondogs,ADC,22,63
--x--------,Tgee,2013,2013,PCS,Mineski,Support,16,10
--xx-xxxx--,Uzi,2013,2013,CN,Royal Club,ADC,81,399
--x--------,Voidle,2013,2013,EU,Gambit Gaming,Support,24,16
--x--------,Wh1t3zZ,2013,2013,CN,Royal Club,Middle,18,82
--xxx----x-,WildTurtle,2013,2013,NA,TSM,ADC,48,171
--xx-------,Winds,2013,2013,PCS,Gamania Bears,Jungle,10,26
--x-xxxxx--,Xmithie,2013,2013,NA,Team Vulcun,Jungle,47,80
--x--------,Yume,2013,2013,PCS,Mineski,Middle,16,30
--x--------,Zorozero,2013,2013,EU,Lemondogs,Top,16,36
--x--------,Zuna,2013,2013,NA,Team Vulcun,ADC,16,52
xx---------,bigfatlp,2012,2011,NA,Counter Logic Gaming,Middle,9,26
xx---------,Chaox,2012,2011,NA,TSM,ADC,13,61
xx---------,Chauster,2012,2011,NA,Counter Logic Gaming,Support,9,21
xx--xxxxxx-,Doublelift,2012,2011,NA,Counter Logic Gaming,ADC,47,113
xxxxx------,Dyrus,2012,2011,NA,TSM,Top,43,98
xx---------,HotshotGG,2012,2011,NA,Counter Logic Gaming,Jungle,9,13
xx---------,Kev1n,2012,2011,EU,SK Gaming,Top,8,10
xx-x-------,Nyph,2012,2011,EU,SK Gaming,Support,14,8
xxx--------,ReginaId,2012,2011,NA,TSM,Middle,29,108
xxx--------,TheOddOne,2012,2011,NA,TSM,Jungle,29,69
xxx--------,Xpecial,2012,2011,NA,TSM,Support,29,23
xxxxx------,YellOwStaR,2012,2011,EU,SK Gaming,ADC,3,121
-xx--------,Alex Ich,2012,2012,EU,Moscow 5,Middle,34,166
-x---------,Araneae,2012,2012,EU,SK Gaming,Jungle,3,0
-x----x----,Archie,2012,2012,PCS,Saigon Jokers,ADC,10,17
-x-x-------,BeBe,2012,2012,PCS,Taipei Assassins,ADC,24,115
-xx--------,Cain,2012,2012,KR,NaJin Black Sword,Support,23,25
-x---------,CaoMei,2012,2012,CN,Team WE,Top,6,14
-x-xxxxx---,Clearlove,2012,2012,CN,Team WE,Jungle,50,120
